Order_item_id,Order_id,Menu_item,Quantity,Price
OI23933,ORD47955,Soup,1,352
OI23934,ORD61047,Burger,2,376
OI23935,ORD75037,Burger,3,496
OI23936,ORD68807,Pasta,3,358
OI23937,ORD02025,Soup,3,418
OI23938,ORD50448,Biryani,3,147
OI23939,ORD22736,Salad,2,414
OI23940,ORD09500,Salad,5,125
OI23941,ORD06723,Salad,4,413
OI23942,ORD37558,Salad,4,396
OI23943,ORD78616,Biryani,2,125
OI23944,ORD35801,Noodles,4,485
OI23945,ORD04888,Sushi,1,271
OI23946,ORD08720,Tacos,4,410
OI23947,ORD30218,Pasta,5,184
OI23948,ORD84707,Ice Cream,4,93
OI23949,ORD37978,Fries,4,166
OI23950,ORD13871,Noodles,1,225
OI23951,ORD11180,Soup,1,205
OI23952,ORD75434,Ice Cream,1,263
OI23953,ORD19203,Fries,3,172
OI23954,ORD59488,Steak,5,363
OI23955,ORD49372,Burger,3,421
OI23956,ORD47754,Burger,1,285
OI23957,ORD88533,Wrap,3,394
OI23958,ORD32335,Pizza,5,420
OI23959,ORD84264,Ice Cream,1,319
OI23960,ORD62437,Steak,4,103
OI23961,ORD66142,Sandwich,3,462
OI23962,ORD19445,Pasta,4,75
OI23963,ORD28346,Sushi,5,416
OI23964,ORD86691,Fries,3,114
OI23965,ORD22280,Sandwich,1,344
OI23966,ORD00671,Tacos,1,81
OI23967,ORD49361,Sushi,4,272
OI23968,ORD30773,Wrap,3,119
OI23969,ORD31298,Soup,3,194
OI23970,ORD26972,Cake,2,314
OI23971,ORD13769,Cake,2,329
OI23972,ORD65665,Soup,1,269
OI23973,ORD67644,Soup,3,252
OI23974,ORD49719,Biryani,5,246
OI23975,ORD49851,Steak,3,212
OI23976,ORD76693,Sandwich,2,426
OI23977,ORD68125,Burger,4,126
OI23978,ORD05857,Pasta,1,144
OI23979,ORD74105,Wrap,3,102
OI23980,ORD08436,Salad,4,283
OI23981,ORD32909,Soup,1,171
OI23982,ORD33468,Noodles,4,204
OI23983,ORD54990,Fries,2,155
OI23984,ORD15873,Fries,2,350
OI23985,ORD33213,Soup,1,396
OI23986,ORD69813,Pizza,2,262
OI23987,ORD60294,Tacos,5,257
OI23988,ORD54064,Steak,4,361
OI23989,ORD78830,Pizza,2,345
OI23990,ORD27266,Pizza,3,76
OI23991,ORD07993,Sushi,2,53
OI23992,ORD78054,Pasta,4,338
OI23993,ORD15753,Biryani,3,441
OI23994,ORD81059,Pasta,5,90
OI23995,ORD63874,Sushi,4,230
OI23996,ORD44831,Tacos,4,64
OI23997,ORD91417,Burger,5,259
OI23998,ORD14680,Fries,5,104
OI23999,ORD51248,Salad,1,213
OI24000,ORD90667,Cake,4,166
OI24001,ORD35498,Tacos,5,312
OI24002,ORD62407,Salad,2,254
OI24003,ORD37823,Soup,2,236
OI24004,ORD81394,Cake,2,413
OI24005,ORD24900,Steak,3,348
OI24006,ORD89220,Sushi,5,350
OI24007,ORD64603,Burger,4,450
OI24008,ORD45539,Pizza,3,389
OI24009,ORD26265,Pasta,3,425
OI24010,ORD29855,Wrap,4,438
OI24011,ORD90224,Cake,2,408
OI24012,ORD83730,Sushi,5,75
OI24013,ORD03874,Sushi,3,268
OI24014,ORD25405,Steak,4,164
OI24015,ORD81208,Pizza,4,347
OI24016,ORD09730,Wrap,3,88
OI24017,ORD08196,Sushi,5,275
OI24018,ORD86762,Fries,1,440
OI24019,ORD59050,Noodles,4,243
OI24020,ORD83371,Salad,2,92
OI24021,ORD17478,Wrap,4,282
OI24022,ORD45100,Wrap,1,287
OI24023,ORD31897,Noodles,2,136
OI24024,ORD59757,Wrap,1,317
OI24025,ORD28242,Steak,4,223
OI24026,ORD67847,Sandwich,5,177
OI24027,ORD44206,Soup,3,83
OI24028,ORD62609,Soup,3,248
OI24029,ORD83164,Biryani,2,448
OI24030,ORD83773,Pizza,4,466
OI24031,ORD70307,Ice Cream,3,360
OI24032,ORD05862,Sushi,4,162
OI24033,ORD88578,Biryani,5,451
OI24034,ORD07385,Pasta,3,191
OI24035,ORD28644,Fries,1,436
OI24036,ORD13298,Ice Cream,4,55
OI24037,ORD90163,Cake,5,267
OI24038,ORD09709,Salad,1,248
OI24039,ORD49281,Fries,4,128
OI24040,ORD27981,Fries,2,232
OI24041,ORD52483,Fries,5,169
OI24042,ORD21603,Burger,3,357
OI24043,ORD60572,Soup,1,375
OI24044,ORD51708,Soup,2,269
OI24045,ORD81406,Pasta,3,413
OI24046,ORD70045,Sushi,3,472
OI24047,ORD37791,Burger,3,202
OI24048,ORD10045,Fries,3,154
OI24049,ORD88842,Biryani,4,66
OI24050,ORD02442,Cake,5,77
OI24051,ORD11846,Noodles,5,269
OI24052,ORD16795,Fries,5,138
OI24053,ORD53890,Fries,5,243
OI24054,ORD56762,Sushi,5,179
OI24055,ORD23739,Pizza,3,167
OI24056,ORD62412,Soup,1,385
OI24057,ORD10816,Soup,2,319
OI24058,ORD83575,Biryani,1,423
OI24059,ORD74292,Wrap,2,257
OI24060,ORD39894,Burger,2,362
OI24061,ORD78864,Burger,2,63
OI24062,ORD47983,Burger,4,426
OI24063,ORD16088,Salad,2,437
OI24064,ORD87357,Wrap,4,178
OI24065,ORD90229,Cake,4,298
OI24066,ORD35357,Burger,4,193
OI24067,ORD87168,Pasta,4,88
OI24068,ORD07250,Soup,4,234
OI24069,ORD45956,Sushi,5,304
OI24070,ORD00722,Fries,1,478
OI24071,ORD65010,Ice Cream,5,332
OI24072,ORD21367,Cake,2,166
OI24073,ORD47211,Soup,4,272
OI24074,ORD60331,Wrap,1,433
OI24075,ORD29418,Wrap,3,165
OI24076,ORD89490,Soup,1,346
OI24077,ORD25763,Cake,3,414
OI24078,ORD73806,Salad,1,323
OI24079,ORD83474,Biryani,3,462
OI24080,ORD68569,Steak,4,136
OI24081,ORD89124,Biryani,2,492
OI24082,ORD76395,Pizza,3,352
OI24083,ORD04949,Sushi,2,286
OI24084,ORD74680,Pasta,3,150
OI24085,ORD74099,Sushi,5,214
OI24086,ORD07975,Steak,2,121
OI24087,ORD72144,Pasta,4,481
OI24088,ORD83963,Salad,4,100
OI24089,ORD07193,Fries,4,162
OI24090,ORD86967,Biryani,1,462
OI24091,ORD34538,Ice Cream,4,131
OI24092,ORD03254,Wrap,2,160
OI24093,ORD53074,Ice Cream,4,55
OI24094,ORD06860,Soup,1,401
OI24095,ORD37127,Cake,2,137
OI24096,ORD57648,Fries,1,195
OI24097,ORD58224,Steak,2,341
OI24098,ORD55566,Pizza,2,234
OI24099,ORD46821,Burger,1,481
OI24100,ORD53545,Steak,2,390
OI24101,ORD73836,Tacos,3,459
OI24102,ORD82770,Noodles,4,311
OI24103,ORD00174,Pizza,2,381
OI24104,ORD65175,Sandwich,3,81
OI24105,ORD76688,Sushi,4,70
OI24106,ORD36651,Soup,3,456
OI24107,ORD80294,Fries,5,110
OI24108,ORD26967,Salad,4,163
OI24109,ORD88054,Tacos,1,104
OI24110,ORD14374,Tacos,4,249
OI24111,ORD39110,Salad,1,144
OI24112,ORD28222,Wrap,2,189
OI24113,ORD58752,Tacos,4,174
OI24114,ORD12275,Cake,2,470
OI24115,ORD64204,Sushi,1,363
OI24116,ORD75685,Salad,3,392
OI24117,ORD55048,Sandwich,4,342
OI24118,ORD58155,Sandwich,3,197
OI24119,ORD04198,Pasta,3,467
OI24120,ORD84244,Fries,4,120
OI24121,ORD31214,Burger,4,182
OI24122,ORD90223,Tacos,2,365
OI24123,ORD24835,Noodles,4,260
OI24124,ORD90186,Noodles,1,195
OI24125,ORD32468,Steak,4,199
OI24126,ORD69361,Sushi,4,195
OI24127,ORD14411,Cake,3,168
OI24128,ORD40990,Soup,1,389
OI24129,ORD34793,Tacos,2,301
OI24130,ORD59328,Pasta,5,251
OI24131,ORD60292,Fries,2,117
OI24132,ORD77599,Burger,4,165
OI24133,ORD89451,Burger,3,70
OI24134,ORD61652,Soup,3,91
OI24135,ORD73767,Cake,4,315
OI24136,ORD06500,Wrap,3,179
OI24137,ORD80059,Sushi,5,346
OI24138,ORD13935,Sushi,4,149
OI24139,ORD09876,Sandwich,3,104
OI24140,ORD89923,Noodles,4,87
OI24141,ORD22424,Salad,5,308
OI24142,ORD16260,Ice Cream,2,491
OI24143,ORD64534,Cake,4,160
OI24144,ORD00775,Noodles,1,352
OI24145,ORD59033,Soup,5,84
OI24146,ORD45600,Wrap,2,430
OI24147,ORD43086,Fries,2,240
OI24148,ORD63608,Steak,3,341
OI24149,ORD39016,Steak,1,137
OI24150,ORD61526,Pasta,5,74
OI24151,ORD44341,Pizza,1,360
OI24152,ORD83014,Wrap,1,62
OI24153,ORD03129,Sandwich,1,296
OI24154,ORD15982,Wrap,2,266
OI24155,ORD59142,Soup,2,219
OI24156,ORD55916,Steak,2,329
OI24157,ORD43657,Soup,3,310
OI24158,ORD03619,Tacos,3,370
OI24159,ORD39124,Noodles,4,399
OI24160,ORD77497,Pizza,2,419
OI24161,ORD55023,Salad,5,59
OI24162,ORD73492,Sushi,4,373
OI24163,ORD26762,Pizza,4,434
OI24164,ORD53433,Noodles,5,68
OI24165,ORD25457,Cake,3,422
OI24166,ORD03016,Pasta,5,205
OI24167,ORD89416,Cake,5,175
OI24168,ORD42917,Biryani,1,245
OI24169,ORD37350,Burger,1,489
OI24170,ORD25124,Tacos,4,219
OI24171,ORD34025,Ice Cream,2,320
OI24172,ORD20526,Burger,5,308
OI24173,ORD84813,Salad,1,369
OI24174,ORD36490,Biryani,4,218
OI24175,ORD63365,Pizza,5,282
OI24176,ORD57135,Soup,3,343
OI24177,ORD36977,Sushi,1,428
OI24178,ORD09034,Steak,2,443
OI24179,ORD76450,Sushi,4,365
OI24180,ORD70817,Salad,1,411
OI24181,ORD73323,Pasta,5,154
OI24182,ORD20927,Wrap,2,440
OI24183,ORD30331,Pizza,3,240
OI24184,ORD23602,Sandwich,1,120
OI24185,ORD01960,Tacos,5,317
OI24186,ORD31691,Biryani,1,380
OI24187,ORD20034,Biryani,2,229
OI24188,ORD65469,Tacos,1,420
OI24189,ORD59271,Pasta,3,184
OI24190,ORD39147,Burger,2,438
OI24191,ORD60142,Burger,2,495
OI24192,ORD80664,Sandwich,2,375
OI24193,ORD13165,Steak,1,431
OI24194,ORD75492,Pasta,5,404
OI24195,ORD89746,Salad,4,450
OI24196,ORD83516,Pasta,4,149
OI24197,ORD27848,Salad,4,490
OI24198,ORD04129,Sandwich,4,353
OI24199,ORD33828,Ice Cream,5,78
OI24200,ORD22401,Ice Cream,1,179
OI24201,ORD05984,Ice Cream,5,330
OI24202,ORD49178,Burger,5,103
OI24203,ORD41264,Sandwich,4,347
OI24204,ORD49983,Wrap,1,193
OI24205,ORD62098,Fries,3,284
OI24206,ORD45714,Tacos,5,340
OI24207,ORD56927,Steak,2,324
OI24208,ORD71147,Soup,3,476
OI24209,ORD64950,Pasta,3,339
OI24210,ORD09315,Wrap,3,399
OI24211,ORD36645,Pasta,3,138
OI24212,ORD15229,Sandwich,2,448
OI24213,ORD02290,Sandwich,5,88
OI24214,ORD79451,Sandwich,4,479
OI24215,ORD32722,Sandwich,5,463
OI24216,ORD73483,Biryani,3,56
OI24217,ORD31417,Fries,3,111
OI24218,ORD00537,Noodles,2,234
OI24219,ORD27148,Soup,4,388
OI24220,ORD40438,Sushi,5,173
OI24221,ORD09553,Noodles,1,83
OI24222,ORD54856,Tacos,3,147
OI24223,ORD19019,Salad,1,206
OI24224,ORD05783,Tacos,1,185
OI24225,ORD70071,Noodles,1,256
OI24226,ORD12026,Fries,3,146
OI24227,ORD40183,Steak,5,328
OI24228,ORD42392,Steak,3,387
OI24229,ORD34215,Burger,1,190
OI24230,ORD86292,Wrap,1,369
OI24231,ORD27951,Pizza,5,394
OI24232,ORD80111,Noodles,5,297
OI24233,ORD58580,Soup,4,83
OI24234,ORD64428,Sushi,4,443
OI24235,ORD15588,Pizza,4,66
OI24236,ORD24192,Biryani,5,397
OI24237,ORD79217,Cake,3,94
OI24238,ORD08509,Sushi,5,323
OI24239,ORD87570,Ice Cream,5,55
OI24240,ORD30024,Sushi,4,247
OI24241,ORD23827,Tacos,3,85
OI24242,ORD24121,Wrap,3,99
OI24243,ORD24697,Cake,5,278
OI24244,ORD11462,Soup,2,303
OI24245,ORD61545,Wrap,1,216
OI24246,ORD63820,Tacos,3,232
OI24247,ORD45862,Pizza,5,228
OI24248,ORD47807,Burger,3,92
OI24249,ORD07736,Sushi,2,315
OI24250,ORD60685,Steak,2,464
OI24251,ORD90383,Pizza,4,472
OI24252,ORD68972,Sandwich,2,415
OI24253,ORD62539,Pizza,3,257
OI24254,ORD05294,Cake,1,106
OI24255,ORD05556,Biryani,4,110
OI24256,ORD26781,Cake,5,119
OI24257,ORD84896,Cake,2,313
OI24258,ORD22796,Soup,1,370
OI24259,ORD65956,Pizza,1,253
OI24260,ORD56405,Fries,1,238
OI24261,ORD49944,Burger,3,342
OI24262,ORD76588,Wrap,2,325
OI24263,ORD21903,Burger,3,475
OI24264,ORD00750,Biryani,2,493
OI24265,ORD71108,Steak,4,302
OI24266,ORD88481,Biryani,3,406
OI24267,ORD09540,Pasta,5,56
OI24268,ORD58740,Sushi,3,145
OI24269,ORD37357,Fries,2,489
OI24270,ORD87065,Steak,4,222
OI24271,ORD12669,Fries,5,68
OI24272,ORD49468,Salad,5,162
OI24273,ORD86810,Noodles,5,157
OI24274,ORD31411,Wrap,5,293
OI24275,ORD58022,Sandwich,2,234
OI24276,ORD27076,Wrap,2,214
OI24277,ORD76294,Ice Cream,1,402
OI24278,ORD17986,Tacos,3,338
OI24279,ORD69916,Biryani,5,316
OI24280,ORD57360,Steak,4,416
OI24281,ORD40175,Pizza,3,293
OI24282,ORD20934,Burger,1,398
OI24283,ORD25471,Tacos,3,382
OI24284,ORD86071,Ice Cream,2,428
OI24285,ORD79873,Biryani,1,112
OI24286,ORD02160,Sandwich,4,306
OI24287,ORD14955,Pasta,4,155
OI24288,ORD88395,Pasta,5,337
OI24289,ORD16950,Soup,3,66
OI24290,ORD14733,Sandwich,5,254
OI24291,ORD01530,Salad,1,430
OI24292,ORD39713,Salad,3,178
OI24293,ORD76161,Sandwich,2,57
OI24294,ORD10038,Tacos,4,187
OI24295,ORD39736,Wrap,1,251
OI24296,ORD30683,Noodles,2,110
OI24297,ORD55901,Tacos,5,291
OI24298,ORD24418,Soup,4,204
OI24299,ORD63990,Sushi,5,159
OI24300,ORD42163,Wrap,2,64
OI24301,ORD60335,Soup,3,362
OI24302,ORD78813,Pasta,2,437
OI24303,ORD76563,Burger,4,444
OI24304,ORD63327,Sushi,3,339
OI24305,ORD72228,Biryani,4,128
OI24306,ORD83511,Pasta,4,428
OI24307,ORD91911,Pizza,3,106
OI24308,ORD21137,Cake,5,400
OI24309,ORD20556,Noodles,3,470
OI24310,ORD88449,Ice Cream,4,200
OI24311,ORD05853,Fries,1,286
OI24312,ORD45127,Cake,4,109
OI24313,ORD23597,Tacos,1,212
OI24314,ORD41802,Fries,5,147
OI24315,ORD19328,Steak,2,346
OI24316,ORD56419,Wrap,1,364
OI24317,ORD44761,Cake,2,248
OI24318,ORD62135,Burger,3,277
OI24319,ORD64945,Biryani,1,337
OI24320,ORD32394,Soup,2,466
OI24321,ORD02571,Salad,2,436
OI24322,ORD02023,Steak,2,480
OI24323,ORD69883,Sandwich,3,492
OI24324,ORD81364,Biryani,1,296
OI24325,ORD77643,Fries,1,130
OI24326,ORD28837,Tacos,5,233
OI24327,ORD52378,Biryani,5,158
OI24328,ORD21695,Burger,2,145
OI24329,ORD60665,Salad,1,375
OI24330,ORD03903,Fries,2,269
OI24331,ORD64271,Pasta,1,405
OI24332,ORD67049,Tacos,1,223
OI24333,ORD34530,Burger,2,265
OI24334,ORD06851,Burger,2,487
OI24335,ORD53131,Steak,4,399
OI24336,ORD09109,Salad,1,401
OI24337,ORD83500,Tacos,3,205
OI24338,ORD88252,Noodles,5,279
OI24339,ORD33083,Pizza,4,142
OI24340,ORD82751,Pizza,4,77
OI24341,ORD03130,Wrap,4,212
OI24342,ORD42132,Biryani,5,284
OI24343,ORD79447,Noodles,1,460
OI24344,ORD47518,Noodles,5,324
OI24345,ORD13894,Ice Cream,2,141
OI24346,ORD39770,Wrap,4,174
OI24347,ORD54967,Wrap,1,396
OI24348,ORD36642,Tacos,3,98
OI24349,ORD82543,Tacos,5,321
OI24350,ORD21939,Ice Cream,2,441
OI24351,ORD69686,Sandwich,1,289
OI24352,ORD63456,Pasta,3,92
OI24353,ORD66295,Steak,3,226
OI24354,ORD85036,Pasta,3,131
OI24355,ORD72538,Steak,3,433
OI24356,ORD01059,Sushi,3,369
OI24357,ORD77924,Sushi,4,131
OI24358,ORD89471,Sandwich,5,189
OI24359,ORD21204,Pasta,2,443
OI24360,ORD85603,Pizza,4,444
OI24361,ORD18077,Sandwich,4,64
OI24362,ORD02389,Fries,3,128
OI24363,ORD83110,Pasta,5,499
OI24364,ORD30385,Noodles,5,97
OI24365,ORD90870,Tacos,2,140
OI24366,ORD50832,Noodles,4,484
OI24367,ORD04849,Tacos,1,390
OI24368,ORD33237,Ice Cream,1,251
OI24369,ORD53791,Noodles,1,176
OI24370,ORD38689,Soup,2,322
OI24371,ORD50203,Burger,1,214
OI24372,ORD32984,Steak,1,394
OI24373,ORD46335,Soup,1,363
OI24374,ORD79281,Fries,3,424
OI24375,ORD75824,Noodles,4,277
OI24376,ORD87040,Steak,2,408
OI24377,ORD62900,Sushi,4,466
OI24378,ORD72337,Sushi,3,59
OI24379,ORD32266,Wrap,3,435
OI24380,ORD78251,Cake,5,88
OI24381,ORD16781,Sandwich,3,152
OI24382,ORD84230,Ice Cream,5,95
OI24383,ORD86805,Fries,4,231
OI24384,ORD31604,Sandwich,1,123
OI24385,ORD22858,Tacos,1,92
OI24386,ORD53685,Fries,3,272
OI24387,ORD17687,Noodles,2,344
OI24388,ORD57225,Sushi,1,228
OI24389,ORD68475,Salad,1,317
OI24390,ORD44368,Pizza,3,205
OI24391,ORD55881,Pizza,3,171
OI24392,ORD71342,Soup,2,456
OI24393,ORD59685,Salad,3,100
OI24394,ORD06687,Fries,3,163
OI24395,ORD67774,Cake,2,346
OI24396,ORD22791,Sushi,4,252
OI24397,ORD82712,Salad,1,144
OI24398,ORD25027,Soup,4,102
OI24399,ORD55821,Sushi,4,159
OI24400,ORD21900,Cake,2,143
OI24401,ORD34044,Wrap,1,365
OI24402,ORD27616,Fries,2,327
OI24403,ORD54943,Pasta,1,216
OI24404,ORD57985,Cake,1,80
OI24405,ORD75588,Steak,3,154
OI24406,ORD85627,Steak,2,470
OI24407,ORD57795,Wrap,2,72
OI24408,ORD69614,Sandwich,3,296
OI24409,ORD04225,Tacos,3,159
OI24410,ORD66289,Biryani,5,334
OI24411,ORD06462,Biryani,3,138
OI24412,ORD02633,Salad,3,68
OI24413,ORD03334,Salad,4,52
OI24414,ORD17621,Cake,5,274
OI24415,ORD11160,Noodles,2,487
OI24416,ORD57028,Ice Cream,5,135
OI24417,ORD88390,Salad,5,316
OI24418,ORD57056,Wrap,5,63
OI24419,ORD26142,Tacos,1,421
OI24420,ORD39197,Cake,1,232
OI24421,ORD59487,Fries,2,322
OI24422,ORD34664,Wrap,5,308
OI24423,ORD56162,Burger,2,244
OI24424,ORD39208,Burger,3,498
OI24425,ORD76068,Sushi,3,228
OI24426,ORD08574,Tacos,3,262
OI24427,ORD48026,Pasta,4,232
OI24428,ORD84561,Sushi,2,246
OI24429,ORD89543,Steak,2,304
OI24430,ORD78297,Wrap,2,284
OI24431,ORD91499,Tacos,2,333
OI24432,ORD35235,Salad,3,379
OI24433,ORD75750,Burger,1,400
OI24434,ORD53045,Pizza,4,50
OI24435,ORD69107,Biryani,3,488
OI24436,ORD22345,Burger,3,412
OI24437,ORD73651,Salad,5,497
OI24438,ORD20653,Fries,2,397
OI24439,ORD08428,Pasta,5,182
OI24440,ORD82173,Ice Cream,4,141
OI24441,ORD35443,Biryani,5,270
OI24442,ORD32019,Burger,1,453
OI24443,ORD22850,Cake,4,193
OI24444,ORD29872,Ice Cream,1,252
OI24445,ORD16669,Steak,5,287
OI24446,ORD80989,Sandwich,5,351
OI24447,ORD34479,Burger,3,199
OI24448,ORD52618,Burger,5,272
OI24449,ORD52751,Wrap,3,332
OI24450,ORD29800,Biryani,1,406
OI24451,ORD02088,Burger,2,423
OI24452,ORD83939,Pasta,4,331
OI24453,ORD65717,Sandwich,1,60
OI24454,ORD65882,Pizza,4,189
OI24455,ORD13453,Wrap,3,403
OI24456,ORD12840,Pizza,3,102
OI24457,ORD13416,Sandwich,5,444
OI24458,ORD90136,Tacos,5,207
OI24459,ORD27834,Pasta,4,260
OI24460,ORD15880,Wrap,5,108
OI24461,ORD42492,Sandwich,4,399
OI24462,ORD36328,Soup,3,131
OI24463,ORD11235,Tacos,1,427
OI24464,ORD32460,Pizza,2,475
OI24465,ORD65373,Sushi,2,341
OI24466,ORD91659,Soup,1,397
OI24467,ORD70128,Pasta,5,440
OI24468,ORD82239,Sandwich,4,424
OI24469,ORD63948,Pizza,4,112
OI24470,ORD24024,Sandwich,3,454
OI24471,ORD02382,Sushi,4,191
OI24472,ORD31784,Salad,4,70
OI24473,ORD18017,Sandwich,1,128
OI24474,ORD01633,Noodles,4,308
OI24475,ORD38464,Soup,5,82
OI24476,ORD39220,Sushi,5,336
OI24477,ORD43036,Soup,1,183
OI24478,ORD67542,Cake,3,250
OI24479,ORD38504,Fries,5,307
OI24480,ORD51530,Steak,2,349
OI24481,ORD65783,Pasta,3,450
OI24482,ORD45415,Pasta,3,272
OI24483,ORD05459,Tacos,2,364
OI24484,ORD32755,Pizza,3,427
OI24485,ORD13218,Sandwich,1,429
OI24486,ORD50565,Pasta,5,78
OI24487,ORD75067,Sushi,4,468
OI24488,ORD28568,Biryani,5,442
OI24489,ORD69626,Pizza,3,486
OI24490,ORD26613,Fries,3,92
OI24491,ORD05948,Salad,2,286
OI24492,ORD19905,Wrap,4,456
OI24493,ORD32964,Sushi,1,299
OI24494,ORD04222,Fries,2,148
OI24495,ORD28959,Steak,4,121
OI24496,ORD35831,Cake,1,181
OI24497,ORD22629,Soup,1,474
OI24498,ORD86685,Fries,5,237
OI24499,ORD30454,Tacos,2,126
OI24500,ORD37876,Soup,4,275
OI24501,ORD38272,Soup,3,376
OI24502,ORD30391,Steak,1,170
OI24503,ORD79345,Soup,1,351
OI24504,ORD60493,Burger,5,375
OI24505,ORD74747,Salad,5,272
OI24506,ORD51140,Wrap,4,117
OI24507,ORD56954,Sushi,4,406
OI24508,ORD90097,Pizza,3,481
OI24509,ORD19356,Pasta,5,330
OI24510,ORD75394,Noodles,3,393
OI24511,ORD04389,Biryani,4,289
OI24512,ORD83153,Ice Cream,4,486
OI24513,ORD19310,Biryani,3,225
OI24514,ORD21849,Tacos,2,74
OI24515,ORD20264,Tacos,3,89
OI24516,ORD17718,Fries,5,260
OI24517,ORD16610,Wrap,1,284
OI24518,ORD56214,Tacos,1,181
OI24519,ORD58456,Fries,3,266
OI24520,ORD38619,Pizza,5,326
OI24521,ORD28503,Steak,2,56
OI24522,ORD00823,Biryani,1,281
OI24523,ORD58938,Steak,2,303
OI24524,ORD79900,Pizza,3,448
OI24525,ORD64587,Sandwich,2,405
OI24526,ORD58188,Burger,2,134
OI24527,ORD03283,Ice Cream,4,434
OI24528,ORD03776,Pizza,4,449
OI24529,ORD22925,Noodles,4,419
OI24530,ORD90077,Sandwich,5,294
OI24531,ORD86620,Ice Cream,5,350
OI24532,ORD39857,Tacos,1,277
OI24533,ORD22163,Cake,1,212
OI24534,ORD09970,Steak,3,317
OI24535,ORD69642,Wrap,1,291
OI24536,ORD17749,Steak,2,313
OI24537,ORD90476,Pizza,1,457
OI24538,ORD68867,Soup,3,415
OI24539,ORD84097,Pasta,3,396
OI24540,ORD05387,Pizza,4,486
OI24541,ORD54884,Biryani,4,125
OI24542,ORD27204,Tacos,2,471
OI24543,ORD02323,Soup,1,214
OI24544,ORD05163,Ice Cream,5,58
OI24545,ORD41994,Sandwich,5,185
OI24546,ORD81743,Salad,4,121
OI24547,ORD14216,Wrap,5,226
OI24548,ORD51043,Cake,2,211
OI24549,ORD19866,Tacos,1,52
OI24550,ORD71943,Noodles,5,366
OI24551,ORD07272,Fries,2,302
OI24552,ORD67872,Biryani,4,304
OI24553,ORD53503,Soup,3,406
OI24554,ORD36351,Burger,3,274
OI24555,ORD17077,Pizza,1,380
OI24556,ORD32696,Fries,3,363
OI24557,ORD80707,Salad,1,418
OI24558,ORD72433,Pasta,5,105
OI24559,ORD86950,Sandwich,3,270
OI24560,ORD87618,Pasta,4,177
OI24561,ORD83559,Pasta,1,360
OI24562,ORD03443,Wrap,3,423
OI24563,ORD10349,Sushi,5,286
OI24564,ORD89113,Noodles,1,451
OI24565,ORD49306,Ice Cream,4,156
OI24566,ORD86052,Fries,2,499
OI24567,ORD17785,Wrap,4,137
OI24568,ORD47187,Soup,1,232
OI24569,ORD37903,Sandwich,2,89
OI24570,ORD50570,Fries,5,270
OI24571,ORD44372,Wrap,4,239
OI24572,ORD56747,Pizza,5,132
OI24573,ORD22858,Wrap,2,480
OI24574,ORD53422,Wrap,3,328
OI24575,ORD73712,Burger,1,275
OI24576,ORD74255,Burger,3,378
OI24577,ORD58943,Sushi,2,313
OI24578,ORD68141,Biryani,3,107
OI24579,ORD79654,Pizza,3,408
OI24580,ORD81692,Burger,3,87
OI24581,ORD19126,Fries,5,391
OI24582,ORD16205,Salad,3,460
OI24583,ORD80975,Noodles,4,179
OI24584,ORD00719,Cake,5,264
OI24585,ORD40291,Salad,4,494
OI24586,ORD04326,Cake,1,188
OI24587,ORD34856,Cake,4,113
OI24588,ORD12085,Steak,2,184
OI24589,ORD76373,Wrap,5,328
OI24590,ORD42520,Cake,1,222
OI24591,ORD58014,Burger,2,266
OI24592,ORD61055,Pasta,1,317
OI24593,ORD28537,Wrap,2,447
OI24594,ORD00594,Noodles,2,417
OI24595,ORD91749,Tacos,2,369
OI24596,ORD62377,Sushi,3,338
OI24597,ORD74154,Pasta,4,173
OI24598,ORD70730,Biryani,4,444
OI24599,ORD11642,Noodles,3,199
OI24600,ORD18103,Steak,4,134
OI24601,ORD85519,Tacos,2,443
OI24602,ORD32522,Pasta,5,339
OI24603,ORD72926,Cake,2,233
OI24604,ORD62227,Burger,5,378
OI24605,ORD63192,Tacos,1,337
OI24606,ORD30706,Steak,2,247
OI24607,ORD02730,Burger,2,469
OI24608,ORD50824,Soup,3,379
OI24609,ORD90395,Sandwich,1,390
OI24610,ORD76323,Fries,5,194
OI24611,ORD81305,Sushi,4,244
OI24612,ORD13746,Pizza,3,108
OI24613,ORD77651,Steak,4,494
OI24614,ORD89799,Tacos,4,469
OI24615,ORD34658,Pasta,4,258
OI24616,ORD75293,Salad,1,423
OI24617,ORD43662,Noodles,4,288
OI24618,ORD03740,Ice Cream,1,122
OI24619,ORD35913,Tacos,4,166
OI24620,ORD50813,Wrap,1,378
OI24621,ORD32258,Fries,3,77
OI24622,ORD80302,Fries,5,299
OI24623,ORD16839,Ice Cream,2,343
OI24624,ORD62707,Pizza,1,279
OI24625,ORD44151,Pizza,2,58
OI24626,ORD59118,Soup,3,192
OI24627,ORD71233,Pizza,3,419
OI24628,ORD67141,Steak,4,407
OI24629,ORD06207,Biryani,3,342
OI24630,ORD74100,Sushi,4,197
OI24631,ORD85614,Sandwich,5,271
OI24632,ORD19160,Pizza,4,75
OI24633,ORD83329,Fries,5,85
OI24634,ORD13725,Noodles,5,463
OI24635,ORD18708,Wrap,4,107
OI24636,ORD90240,Sandwich,5,477
OI24637,ORD46251,Sushi,4,87
OI24638,ORD00301,Fries,2,116
OI24639,ORD43622,Salad,4,451
